"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10078574","APP","Ruukin koulu","School/Institute/Educational centre – General education (basic education)","Siikajoki","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA101-000337","KA101","School education staff mobility",2014,"Kohti uutta koulua",,24,"Finalised",01.07.14,30.06.16,"35 665,00 €","TOPIC-3_TOPIC-18_TOPIC-23","Digitaalisuus_Tasa-arvo ja osallisuus_Koulutuksen kehittäminen"
"E10158277","APP","Ruukin koulu","School/Institute/Educational centre – General education (basic education)","Siikajoki","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA101-060504","KA101","School education staff mobility",2019,"Kohti kestävää tulevaisuutta",,36,"Follow-up",01.08.19,31.07.22,"23 520,00 €","TOPIC-13_TOPIC-23_TOPIC-55","Kestävä kehitys_Koulutuksen kehittäminen_Maahanmuutto ja kotoutuminen"
"E10182241","APP","Ruukinkankaan koulu","School/Institute/Educational centre – General education (basic education)","Suomussalmi","Kainuu","Finland","2017-1-FI01-KA101-034645","KA101","School education staff mobility",2017,"Suvaitsevainen liikkuva koulu OPS 2016",,13,"Finalised",01.06.17,30.06.18,"13 430,00 €","TOPIC-35_TOPIC-23_TOPIC-59","Kielten opetus ja oppiminen_Koulutuksen kehittäminen_Maahanmuutto ja kotoutuminen"
"E10182241","APP","Ruukinkankaan koulu","School/Institute/Educational centre – General education (basic education)","Suomussalmi","Kainuu","Finland","2015-1-FI01-KA101-008722","KA101","School education staff mobility",2015,"Ruukinkankaan täydennyskoulutushanke",,24,"Finalised",01.06.15,31.05.17,"8 275,00 €","TOPIC-3_TOPIC-35_TOPIC-25","Digitaalisuus_Kielten opetus ja oppiminen_Opetusmenetelmät"
"E10182241","PA","Ruukinkankaan koulu","School/Institute/Educational centre – General education (basic education)","Suomussalmi","Kainuu","Finland","2018-1-ES01-KA229-050002_5","KA229","School Exchange Partnerships",2018,"Wellbeing Improvement for New Generations at Schools","WINGS",36,"Follow-up",01.09.18,31.08.21,32198,"TOPIC-16_TOPIC-7_TOPIC-70","Terveys ja hyvinvointi_Opintojen keskeyttämisen ehkäisy_Kulttuuriperintö"
"E10205940","PA","Ruununmyllyn koulu/Hämeenlinna Opetuspalvelut","School/Institute/Educational centre – General education (basic education)","Hämeenlinna","Kanta-Häme","Finland","2015-1-IE01-KA219-008621_5","KA219","Strategic Partnerships for Schools Only",2015,"Magic and Myths Unite Europe'",,24,"Finalised",14.09.15,13.09.17,11340,"TOPIC-4_TOPIC-6_TOPIC-7","Kulttuuri ja luovuus_Tasa-arvo ja osallisuus_Opintojen keskeyttämisen ehkäisy"
"E10205940","PA","Ruununmyllyn koulu/Hämeenlinna Opetuspalvelut","School/Institute/Educational centre – General education (basic education)","Hämeenlinna","Kanta-Häme","Finland","2018-1-IE01-KA229-038762_2","KA229","School Exchange Partnerships",2018,"Schools Partnership Realising Integration of New Technologies","SPRINT",24,"Finalised",01.09.18,31.08.20,14986,"TOPIC-23_TOPIC-3_TOPIC-70","Koulutuksen kehittäminen_Digitaalisuus_Kulttuuriperintö"
"E10116547","APP","Ruutipuiston koulu","School/Institute/Educational centre – General education (basic education)","Seinäjoki","Etelä-Pohjanmaa","Finland","2014-1-FI01-KA101-000263","KA101","School education staff mobility",2014,"9th congress of Hope",,12,"Finalised",31.12.14,30.12.15,"4 440,00 €","TOPIC-7_TOPIC-5_TOPIC-16","Opintojen keskeyttämisen ehkäisy_Vammaisuus ja erityistarpeet_Terveys ja hyvinvointi"
"E10017649","APP","Sääksjärven koulu","School/Institute/Educational centre – General education (pre-primary level)","Lempäälä","Pirkanmaa","Finland","2014-1-FI01-KA101-000181","KA101","School education staff mobility",2014,"Opettajien täydennyskoulutus",,24,"Finalised",01.09.14,31.08.16,"14 575,00 €","TOPIC-35_TOPIC-3_TOPIC-25","Kielten opetus ja oppiminen_Digitaalisuus_Opetusmenetelmät"
"E10017649","APP","Sääksjärven koulu","School/Institute/Educational centre – General education (basic education)","Lempäälä","Pirkanmaa","Finland","2019-1-FI01-KA101-060388","KA101","School education staff mobility",2019,"Hyvinvointi koulun voimavarana",,24,"Follow-up",01.06.19,31.05.21,"24 315,00 €","TOPIC-18_TOPIC-16_TOPIC-20","Tasa-arvo ja osallisuus_Terveys ja hyvinvointi_Globaali yhteistyö"
"E10017649","PA","Sääksjärven koulu","School/Institute/Educational centre – General education (basic education)","Lempäälä","Pirkanmaa","Finland","2014-1-DE03-KA201-001358","KA201","Strategic Partnerships for school education",2014,"To the Woods - Ab in den Wald!",,36,"Finalised",01.09.14,31.08.17,26005,"TOPIC-13_TOPIC-35_TOPIC-4","Kestävä kehitys_Kielten opetus ja oppiminen_Kulttuuri ja luovuus"
"E10057702","PA","Saaren koulu","School/Institute/Educational centre – General education (basic education)","Rovaniemi","Lappi","Finland","2016-1-DE03-KA219-022959_6","KA219","Strategic Partnerships for Schools Only",2016,"In einem gesunden Körper lernt ein kluger Geist-in meinem Körper fühle ich mich wohl",,36,"Finalised",01.09.16,31.08.19,22950,"TOPIC-18_TOPIC-35_TOPIC-7","Tasa-arvo ja osallisuus_Kielten opetus ja oppiminen_Opintojen keskeyttämisen ehkäisy"
"E10149176","APP","Saarijärven Keskuskoulu Saarijärven Kaupunki","School/Institute/Educational centre – General education (basic education)","Saarijärvi","Keski-Suomi","Finland","2014-1-FI01-KA101-000056","KA101","School education staff mobility",2014,"Opettajuuden kehittäminen ja vahvistaminen koulun kansainvälisyysstrategian mukaisesti",,24,"Finalised",01.08.14,31.07.16,"10 495,00 €","TOPIC-22_TOPIC-19_TOPIC-23","Luonnontieteet_Interkulttuurinen koulutus_Koulutuksen kehittäminen"
"E10119657","APP","Saarijärven Lukio Saarijärven kaupunki","School/Institute/Educational centre – General education (secondary level)","Saarijärvi","Keski-Suomi","Finland","2014-1-FI01-KA101-000041","KA101","School education staff mobility",2014,"improving international communication skills and building up a local strategy for international affairs - kansainvälisten kommunikaatiotaitojen parantaminen ja paikallisen kansainvälisyysstrategian tekeminen.",,24,"Finalised",01.09.14,31.08.16,"10 725,00 €","TOPIC-35_TOPIC-27_TOPIC-23","Kielten opetus ja oppiminen_Laadunhallinta_Koulutuksen kehittäminen"
"E10012758","APP","Saarijärven Seudun Kehitysvammaisten Tuki ry","Non-governmental organisation/association","Saarijärvi","Keski-Suomi","Finland","2017-3-FI01-KA105-046688","KA105","Youth mobility",2017,"Friends in Italy","FII",6,"Finalised",01.04.18,30.09.18,"32 949,00 €","TOPIC-4_TOPIC-6_TOPIC-5","Kulttuuri ja luovuus_Tasa-arvo ja osallisuus_Vammaisuus ja erityistarpeet"
"E10039856","APP","Saga Finland rf","Non-governmental organisation/association","Kemiö","Varsinais-Suomi","Finland","2017-3-FI01-KA105-046657","KA105","Youth mobility",2017,"Musketeers for a United Europe","MUE",10,"Finalised",01.03.18,31.12.18,"36 318,00 €","TOPIC-18","Tasa-arvo ja osallisuus"
"E10039856","APP","Saga Finland rf","Non-governmental organisation/association","Kemiö","Varsinais-Suomi","Finland","2016-3-FI01-KA105-034216","KA105","Youth mobility",2016,"LEAD – Youth for Inclusive Europe","LEAD",13,"Finalised",01.01.17,31.01.18,"27 279,00 €","TOPIC-18","Tasa-arvo ja osallisuus"
"E10039856","APP","Saga Finland rf","Non-governmental organisation/association","Kemiö","Varsinais-Suomi","Finland","2014-3-FI01-KA105-008544","KA105","Youth mobility",2014,"Happy Ever After","HEA",12,"Finalised",01.01.15,31.12.15,"18 252,00 €","TOPIC-16","Terveys ja hyvinvointi"
"E10039856","APP","Saga Finland rf","Non-governmental organisation/association","Kemiö","Varsinais-Suomi","Finland","2018-3-FI01-KA105-060104","KA105","Youth mobility",2018,"LoopLife",,12,"Finalised",01.01.19,31.12.19,"25 180,00 €","TOPIC-13","Kestävä kehitys"
"E10145142","APP","Sagalunds museistiftelse","Non-Profit making cultural organizations","Kemiö","Varsinais-Suomi","Finland","2016-1-FI01-KA104-022450","KA104","Adult education staff mobility",2016,"FSS mobilitetsprojekt",,24,"Finalised",31.12.16,30.12.18,"22 795,00 €","TOPIC-4_TOPIC-16_TOPIC-23","Kulttuuri ja luovuus_Terveys ja hyvinvointi_Koulutuksen kehittäminen"
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2019-1-FI01-KA103-060253","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"331 880,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2018-1-FI01-KA103-046844","KA103","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility within programme countries",,16,"Follow-up",01.06.18,30.09.19,"279 300,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2017-1-FI01-KA103-034497","KA103","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.17,30.09.18,"266 890,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2016-1-FI01-KA103-022521","KA103","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.16,30.09.17,"225 065,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2015-1-FI01-KA103-008662","KA103","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.15,30.09.16,"220 265,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2014-1-FI01-KA103-000031","KA103","Higher education student and staff mobility within programme countries",2014,"Higher education student and staff mobility",,16,"Finalised",01.06.14,30.09.15,"196 510,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2019-1-FI01-KA107-060680","KA107","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility between Programme and Partner Countries",,36,"Follow-up",01.08.19,31.07.22,"180 175,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2018-1-FI01-KA107-046917","KA107","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility between Programme and Partner Countries",,38,"Follow-up",01.06.18,31.07.21,"127 800,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2017-1-FI01-KA107-034504","KA107","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Follow-up",01.06.17,31.07.19,"74 845,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2016-1-FI01-KA107-022550","KA107","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.16,31.07.18,"84 306,00 €",,
"E10118969","APP","Saimaan ammattikorkeakoulu Oy","Higher education institution (tertiary level)","Lappeenranta","Etelä-Karjala","Finland","2015-1-FI01-KA107-008663","KA107","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility between Programme and Partner Countries",,26,"Finalised",01.06.15,31.07.17,"48 900,00 €",,
"E10187693","APP","Säkylän yhteiskoulu","School/Institute/Educational centre – General education (basic education)","Säkylä","Satakunta","Finland","2018-1-FI01-KA101-046883","KA101","School education staff mobility",2018,"Uuden opetussuunnitelman mukaisen toimintakulttuurin kehittäminen kouluyhteisössämme - painopisteenä kansainvälisyys!",,12,"Finalised",01.11.18,31.10.19,"14 117,00 €","TOPIC-20_TOPIC-23_TOPIC-7","Globaali yhteistyö_Koulutuksen kehittäminen_Opintojen keskeyttämisen ehkäisy"
"E10003382","APP","Salon kaupunki","School/Institute/Educational centre – Adult education","Salo","Varsinais-Suomi","Finland","2018-1-FI01-KA104-046851","KA104","Adult education staff mobility",2018,"AILI in Europe",,36,"Follow-up",31.12.18,30.12.21,"9 342,00 €","TOPIC-19_TOPIC-72_TOPIC-3","Interkulttuurinen koulutus_Työelämäyhteistyö_Digitaalisuus"
"E10193744","APP","Salon lukio","School/Institute/Educational centre – General education (secondary level)","Salo","Varsinais-Suomi","Finland","2020-1-FI01-KA101-066212","KA101","School education staff mobility",2020,"Full Steam Pedagogy! – New Technologies and Business Skills",,36,"Follow-up",01.08.20,31.07.23,"25 840,00 €","TOPIC-23_TOPIC-3_TOPIC-41","Koulutuksen kehittäminen_Digitaalisuus_Yrittäjyys"
"E10193744","APP","Salon lukio","School/Institute/Educational centre – General education (secondary level)","Salo","Varsinais-Suomi","Finland","2017-1-FI01-KA101-034488","KA101","School education staff mobility",2017,"2020-luvun opettaja – tiedonjakajasta rohkeaksi uudistajaksi",,24,"Finalised",01.06.17,31.05.19,"19 785,00 €","TOPIC-25_TOPIC-2_TOPIC-20","Opetusmenetelmät_Aktiivinen kansalaisuus_Globaali yhteistyö"
"E10193744","APP","Salon lukio","School/Institute/Educational centre – General education (secondary level)","Salo","Varsinais-Suomi","Finland","2015-1-FI01-KA101-008842","KA101","School education staff mobility",2015,"Salon lukion tulevaisuustaidot",,24,"Finalised",01.06.15,31.05.17,"19 335,00 €","TOPIC-35_TOPIC-3_TOPIC-23","Kielten opetus ja oppiminen_Digitaalisuus_Koulutuksen kehittäminen"
"E10193744","APP","Salon lukio","School/Institute/Educational centre – General education (secondary level)","Salo","Varsinais-Suomi","Finland","2016-1-FI01-KA219-022702_1","KA219","Strategic Partnerships for Schools Only",2016,"Eudaimonia - Wellbeing",,24,"Finalised",01.09.16,31.08.18,30470,"TOPIC-16_TOPIC-23_TOPIC-7","Terveys ja hyvinvointi_Koulutuksen kehittäminen_Opintojen keskeyttämisen ehkäisy"
"E10193744","PA","Salon lukio","School/Institute/Educational centre – General education (secondary level)","Salo","Varsinais-Suomi","Finland","2018-1-DE03-KA229-047253_3","KA229","School Exchange Partnerships",2018,"Smartphones in our modern world: where do we (want to) go?",,30,"Follow-up",01.10.18,31.03.21,29106,"TOPIC-3_TOPIC-73","Digitaalisuus_Kestävä kehitys"
"E10153135","APP","Salon seudun koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Salo","Varsinais-Suomi","Finland","2019-1-FI01-KA102-060457","KA102","VET learner and staff mobility",2019,"Still Moving - Doing - Learning","MODEL II",36,"Follow-up",01.08.19,31.07.22,"99 857,00 €","TOPIC-72_TOPIC-3_TOPIC-41","Työelämäyhteistyö_Digitaalisuus_Yrittäjyys"
"E10153135","APP","Salon seudun koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Salo","Varsinais-Suomi","Finland","2017-1-FI01-KA102-034600","KA102","VET learner and staff mobility",2017,"Moving - Doing - Learning","MODEL",24,"Finalised",01.08.17,31.07.19,"78 202,00 €","TOPIC-23_TOPIC-41_TOPIC-3","Koulutuksen kehittäminen_Yrittäjyys_Digitaalisuus"
"E10170562","APP","Salpaus Further Education Regional Consortium","School/Institute/Educational centre – Vocational Training (secondary level)","Lahti","Päijät-Häme","Finland","2020-1-FI01-KA102-066365","KA102","VET learner and staff mobility",2020,"NÄE MINUT! -Asiakkaan ammatillinen kohtaaminen",,24,"Follow-up",01.08.20,31.07.22,"164 605,00 €","TOPIC-3_TOPIC-15_TOPIC-9","Digitaalisuus_Tasa-arvo ja osallisuus_Yhteiskunnallinen vuoropuhelu"
"E10170562","APP","Salpaus Further Education Regional Consortium","School/Institute/Educational centre – Vocational Training (secondary level)","Lahti","Päijät-Häme","Finland","2018-1-FI01-KA102-047032","KA102","VET learner and staff mobility",2018,"Vlog up2! Näkökulmia monikulttuurisuuteen",,36,"Follow-up",01.06.18,31.05.21,"74 696,00 €","TOPIC-16_TOPIC-2_TOPIC-19","Terveys ja hyvinvointi_Aktiivinen kansalaisuus_Interkulttuurinen koulutus"
"E10170562","APP","Salpaus Further Education Regional Consortium","School/Institute/Educational centre – Vocational Training (secondary level)","Lahti","Päijät-Häme","Finland","2017-1-FI01-KA102-034557","KA102","VET learner and staff mobility",2017,"Vlog up! Näkökulmia monikulttuurisuuteen",,24,"Finalised",01.08.17,31.07.19,"53 390,00 €","TOPIC-16_TOPIC-2_TOPIC-19","Terveys ja hyvinvointi_Aktiivinen kansalaisuus_Interkulttuurinen koulutus"
"E10170562","APP","Salpaus Further Education Regional Consortium","School/Institute/Educational centre – Vocational Training (secondary level)","Lahti","Päijät-Häme","Finland","2017-1-FI01-KA102-034633","KA102","VET learner and staff mobility",2017,"Focus on Skills Competence and Quality Assurance","FOSC IV",24,"Finalised",01.06.17,31.05.19,"84 959,00 €","TOPIC-20_TOPIC-19_TOPIC-2","Globaali yhteistyö_Interkulttuurinen koulutus_Aktiivinen kansalaisuus"
"E10170562","APP","Salpaus Further Education Regional Consortium","School/Institute/Educational centre – Vocational Training (secondary level)","Lahti","Päijät-Häme","Finland","2016-1-FI01-KA102-022443","KA102","VET learner and staff mobility",2016,"Focus on Skills, Competence and Quality Assurance in Mobility","FOSC III",24,"Finalised",01.06.16,31.05.18,"85 517,00 €","TOPIC-28_TOPIC-19_TOPIC-23","Laadunhallinta_Interkulttuurinen koulutus_Koulutuksen kehittäminen"
